session_id,person_id,source,label,audio_file,start_time,end_time,split
session_non_cough_0005,P_FORMAL_030,data/formal_audio_50/non_cough_0005.wav,non_cough,data/formal_audio_50/non_cough_0005.wav,0.0,1.563562,train
session_non_cough_0006,P_FORMAL_031,data/formal_audio_50/non_cough_0006.wav,non_cough,data/formal_audio_50/non_cough_0006.wav,0.0,7.45,train
session_non_cough_0007,P_FORMAL_032,data/formal_audio_50/non_cough_0007.wav,non_cough,data/formal_audio_50/non_cough_0007.wav,0.0,5.0,train
session_non_cough_0008,P_FORMAL_033,data/formal_audio_50/non_cough_0008.wav,non_cough,data/formal_audio_50/non_cough_0008.wav,0.0,28.65,train
session_non_cough_0009,P_FORMAL_034,data/formal_audio_50/non_cough_0009.wav,non_cough,data/formal_audio_50/non_cough_0009.wav,0.0,12.0,train
session_non_cough_0010,P_FORMAL_035,data/formal_audio_50/non_cough_0010.wav,non_cough,data/formal_audio_50/non_cough_0010.wav,0.0,5.05,train
session_non_cough_0011,P_FORMAL_036,data/formal_audio_50/non_cough_0011.wav,non_cough,data/formal_audio_50/non_cough_0011.wav,0.0,8.307,train
session_non_cough_0012,P_FORMAL_037,data/formal_audio_50/non_cough_0012.wav,non_cough,data/formal_audio_50/non_cough_0012.wav,0.0,6.269438,train
session_non_cough_0013,P_FORMAL_038,data/formal_audio_50/non_cough_0013.wav,non_cough,data/formal_audio_50/non_cough_0013.wav,0.0,4.336375,train
session_non_cough_0014,P_FORMAL_039,data/formal_audio_50/non_cough_0014.wav,non_cough,data/formal_audio_50/non_cough_0014.wav,0.0,4.022875,train
session_non_cough_0015,P_FORMAL_040,data/formal_audio_50/non_cough_0015.wav,non_cough,data/formal_audio_50/non_cough_0015.wav,0.0,7.758375,train
session_non_cough_0016,P_FORMAL_041,data/formal_audio_50/non_cough_0016.wav,non_cough,data/formal_audio_50/non_cough_0016.wav,0.0,10.7625,train
session_non_cough_0017,P_FORMAL_042,data/formal_audio_50/non_cough_0017.wav,non_cough,data/formal_audio_50/non_cough_0017.wav,0.0,9.613062,train
session_non_cough_0018,P_FORMAL_043,data/formal_audio_50/non_cough_0018.wav,non_cough,data/formal_audio_50/non_cough_0018.wav,0.0,4.780437,train
session_non_cough_0019,P_FORMAL_044,data/formal_audio_50/non_cough_0019.wav,non_cough,data/formal_audio_50/non_cough_0019.wav,0.0,10.161687,val
session_non_cough_0020,P_FORMAL_045,data/formal_audio_50/non_cough_0020.wav,non_cough,data/formal_audio_50/non_cough_0020.wav,0.0,17.1625,val
session_non_cough_0021,P_FORMAL_046,data/formal_audio_50/non_cough_0021.wav,non_cough,data/formal_audio_50/non_cough_0021.wav,0.0,15.36,val
session_non_cough_0022,P_FORMAL_047,data/formal_audio_50/non_cough_0022.wav,non_cough,data/formal_audio_50/non_cough_0022.wav,0.0,4.780437,val
session_non_cough_0023,P_FORMAL_048,data/formal_audio_50/non_cough_0023.wav,non_cough,data/formal_audio_50/non_cough_0023.wav,0.0,2.5,test
session_non_cough_0024,P_FORMAL_049,data/formal_audio_50/non_cough_0024.wav,non_cough,data/formal_audio_50/non_cough_0024.wav,0.0,6.321688,test
session_non_cough_0025,P_FORMAL_050,data/formal_audio_50/non_cough_0025.wav,non_cough,data/formal_audio_50/non_cough_0025.wav,0.0,21.655562,test
session_yamnet_review_84a319d0b3b9,P_YAMNET_7e06f38601,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\51720.wav,14.0,15.0,train
session_yamnet_review_75a6e2f5b9de,P_YAMNET_a8bc5b3905,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_039205\data.wav,14.0,15.0,train
session_yamnet_review_c7372a2244cb,P_YAMNET_50c6b7d0f9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,2.5,3.5,train
session_yamnet_review_e4cd31ee4f6b,P_YAMNET_70644db26a,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,2.5,3.5,train
session_yamnet_review_288ec1c270c4,P_YAMNET_66f6eaa9a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\363474.wav,5.5,6.5,train
session_yamnet_review_bd1e9e624f25,P_YAMNET_5309e83793,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_029297\data.wav,5.5,6.5,train
session_yamnet_review_4a5db7c41c17,P_YAMNET_47fa1d0a62,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\179308.wav,1.5,2.5,train
session_yamnet_review_2415d4b82d98,P_YAMNET_3b9349d20a,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_009495\data.wav,1.5,2.5,train
session_yamnet_review_c05344f3b821,P_YAMNET_46a05ba971,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\399131.wav,7.5,8.5,train
session_yamnet_review_c066649f638e,P_YAMNET_a134d584de,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_034542\data.wav,7.5,8.5,train
session_yamnet_review_69d13631bd3a,P_YAMNET_50c6b7d0f9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\389270.wav,1.0,2.0,train
session_yamnet_review_45be2bc37919,P_YAMNET_70644db26a,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_033465\data.wav,1.0,2.0,train
session_yamnet_review_a956c2d194e3,P_YAMNET_2f5b4f0a85,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,11.0,12.0,train
session_yamnet_review_b60f0f608b51,P_YAMNET_9b3bcd23a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,11.0,12.0,train
session_yamnet_review_419085d380d1,P_YAMNET_1ed9dcb01d,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238576.wav,1.0,2.0,train
session_yamnet_review_987e5534df98,P_YAMNET_8d17501b90,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016067\data.wav,1.0,2.0,train
session_yamnet_review_e8a8edafc18e,P_YAMNET_94a60674e8,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238571.wav,3.5,4.5,train
session_yamnet_review_39e029abeea9,P_YAMNET_863057ab32,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016063\data.wav,3.5,4.5,train
session_yamnet_review_b6d7adf7fb1a,P_YAMNET_38165ae5e4,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238701.wav,1.0,2.0,train
session_yamnet_review_8ff621fbb671,P_YAMNET_74d640930f,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016102\data.wav,1.0,2.0,train
session_yamnet_review_63966a438335,P_YAMNET_e2278a7498,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\109713.wav,4.0,5.0,train
session_yamnet_review_79c0d3f2c6a6,P_YAMNET_04e4cbce0b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001032\data.wav,4.0,5.0,train
session_yamnet_review_570dd183d441,P_YAMNET_e2278a7498,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\109713.wav,3.0,4.0,train
session_yamnet_review_2b8aa51cbb29,P_YAMNET_04e4cbce0b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001032\data.wav,3.0,4.0,train
session_yamnet_review_74e23241e63a,P_YAMNET_e2278a7498,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\109713.wav,1.0,2.0,train
session_yamnet_review_f68c64b3fef6,P_YAMNET_04e4cbce0b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001032\data.wav,1.0,2.0,train
session_yamnet_review_b61fe101dedd,P_YAMNET_e2278a7498,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\109713.wav,2.0,3.0,train
session_yamnet_review_3b0d0b74f1c4,P_YAMNET_04e4cbce0b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001032\data.wav,2.0,3.0,train
session_yamnet_review_798ca48a7098,P_YAMNET_877c0882e5,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\418785.wav,4.0,5.0,train
session_yamnet_review_772fb1292ae0,P_YAMNET_db3b028736,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_036737\data.wav,4.0,5.0,train
session_yamnet_review_1cf2bcc805ea,P_YAMNET_2f5b4f0a85,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,6.5,7.5,train
session_yamnet_review_6fe09c04ae11,P_YAMNET_9b3bcd23a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,6.5,7.5,train
session_yamnet_review_c11813b170e0,P_YAMNET_27b299b609,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108856.wav,14.0,15.0,train
session_yamnet_review_660c09900a43,P_YAMNET_dfa842cd53,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000971\data.wav,14.0,15.0,train
session_yamnet_review_a739d0eb6749,P_YAMNET_2f5b4f0a85,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,1.5,2.5,train
session_yamnet_review_1faf549cfd42,P_YAMNET_9b3bcd23a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,1.5,2.5,train
session_yamnet_review_6849393df5bb,P_YAMNET_037d0d9b96,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\84746.wav,2.0,3.0,train
session_yamnet_review_1d55ac91d22a,P_YAMNET_455a1d4eb7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_043660\data.wav,2.0,3.0,train
session_yamnet_review_90aed627e1f8,P_YAMNET_78ed06add8,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\360900.wav,3.5,4.5,train
session_yamnet_review_6464f90a024a,P_YAMNET_230aabca2b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_028984\data.wav,3.5,4.5,train
session_yamnet_review_d683ab481f75,P_YAMNET_d11d41e59e,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\239068.wav,2.5,3.5,train
session_yamnet_review_1661f253a8e4,P_YAMNET_e996905826,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016157\data.wav,2.5,3.5,train
session_yamnet_review_3f14c93a2f19,P_YAMNET_0d269311fc,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\76615.wav,0.0,1.0,train
session_yamnet_review_3212622c113e,P_YAMNET_482dd5c2f1,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_042673\data.wav,0.0,1.0,train
session_yamnet_review_50c49a19a5bd,P_YAMNET_e1649f94ba,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\420117.wav,8.5,9.5,train
session_yamnet_review_4a895e2f59b3,P_YAMNET_3f59d12a8e,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_036889\data.wav,8.5,9.5,train
session_yamnet_review_994a71a9c520,P_YAMNET_b19cd72568,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\288941.wav,0.0,1.0,train
session_yamnet_review_275bb1f27c05,P_YAMNET_81e3cf3cbf,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_021427\data.wav,0.0,1.0,train
session_yamnet_review_73f8f0e47e46,P_YAMNET_2f5b4f0a85,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,9.5,10.5,train
session_yamnet_review_67141221894b,P_YAMNET_9b3bcd23a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,9.5,10.5,train
session_yamnet_review_e00b30d1520d,P_YAMNET_935dbcd506,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\111615.wav,21.5,22.5,train
session_yamnet_review_167771ff0545,P_YAMNET_7cb3977edb,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_001258\data.wav,21.5,22.5,train
session_yamnet_review_4a7b543dba0e,P_YAMNET_c776408905,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\394772.wav,0.5,1.5,train
session_yamnet_review_44831b033303,P_YAMNET_a00c323334,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_034105\data.wav,0.5,1.5,train
session_yamnet_review_02128e99e7dc,P_YAMNET_3ab81d5ff4,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\223521.wav,3.0,4.0,train
session_yamnet_review_0edf06893d2b,P_YAMNET_fd5d3ebb01,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_014621\data.wav,3.0,4.0,train
session_yamnet_review_fa4bc1639f8c,P_YAMNET_75244e4d30,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\252449.wav,4.5,5.5,train
session_yamnet_review_859d20873e3b,P_YAMNET_73ec0dd1b2,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_018553\data.wav,4.5,5.5,train
session_yamnet_review_ce73baecaf08,P_YAMNET_c10f09906c,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\91469.wav,2.5,3.5,train
session_yamnet_review_8cd7c52ccf20,P_YAMNET_9ffac53e28,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_044674\data.wav,2.5,3.5,train
session_yamnet_review_61ce99e8661a,P_YAMNET_2f5b4f0a85,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108750.wav,5.5,6.5,train
session_yamnet_review_62a345fd3297,P_YAMNET_9b3bcd23a9,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000955\data.wav,5.5,6.5,train
session_yamnet_review_345023de13ed,P_YAMNET_61939cfdbe,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\339625.wav,2.0,3.0,train
session_yamnet_review_4fe41f26c490,P_YAMNET_f49466ff62,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_024714\data.wav,2.0,3.0,train
session_yamnet_review_bce574b01625,P_YAMNET_e1649f94ba,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\420117.wav,10.0,11.0,train
session_yamnet_review_4bc4a846936e,P_YAMNET_3f59d12a8e,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_036889\data.wav,10.0,11.0,train
session_yamnet_review_bad6229512eb,P_YAMNET_27b299b609,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108856.wav,8.0,9.0,train
session_yamnet_review_dce64c917be8,P_YAMNET_dfa842cd53,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000971\data.wav,8.0,9.0,train
session_yamnet_review_c457383cd9f3,P_YAMNET_3a2dc0c9d7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\249708.wav,6.0,7.0,train
session_yamnet_review_5a375de06046,P_YAMNET_0df857a5be,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_018163\data.wav,6.0,7.0,train
session_yamnet_review_81cda6a905b0,P_YAMNET_1002d6cfbb,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238580.wav,12.0,13.0,train
session_yamnet_review_02e8682c3026,P_YAMNET_ce562771f3,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016072\data.wav,12.0,13.0,train
session_yamnet_review_d8a07749188e,P_YAMNET_8e95bbb13e,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\254000.wav,5.0,6.0,train
session_yamnet_review_d173520da0dc,P_YAMNET_14bd67f86f,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_018742\data.wav,5.0,6.0,train
session_yamnet_review_873d9875b464,P_YAMNET_50fa0a1d42,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108853.wav,3.5,4.5,train
session_yamnet_review_46b5cb993ab5,P_YAMNET_b9320188d0,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000969\data.wav,3.5,4.5,train
session_yamnet_review_395d3f5a4e39,P_YAMNET_3a2dc0c9d7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\249708.wav,2.0,3.0,train
session_yamnet_review_23f5ba4f9230,P_YAMNET_0df857a5be,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_018163\data.wav,2.0,3.0,train
session_yamnet_review_c46eaeca7963,P_YAMNET_b85a47dc34,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\35876.wav,2.5,3.5,train
session_yamnet_review_13f16862f62d,P_YAMNET_6781d4431d,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_028509\data.wav,2.5,3.5,train
session_yamnet_review_bf1cbd3f8876,P_YAMNET_3a2dc0c9d7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\249708.wav,13.0,14.0,train
session_yamnet_review_4a02186a14b8,P_YAMNET_0df857a5be,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_018163\data.wav,13.0,14.0,train
session_yamnet_review_b6657e096823,P_YAMNET_345057556b,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\326109.wav,14.5,15.5,train
session_yamnet_review_4a895b8d24e3,P_YAMNET_c7180f1102,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_022992\data.wav,14.5,15.5,train
session_yamnet_review_ef0bed0086ac,P_YAMNET_b0c7eefdf6,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\215674.wav,5.0,6.0,train
session_yamnet_review_a5b9e4ff7cc8,P_YAMNET_ecede26595,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_013662\data.wav,5.0,6.0,train
session_yamnet_review_2a1b863f4873,P_YAMNET_ff25e98496,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\195089.wav,12.5,13.5,train
session_yamnet_review_6739f179a653,P_YAMNET_234ea2a542,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_011432\data.wav,12.5,13.5,train
session_yamnet_review_d240e9780307,P_YAMNET_46a05ba971,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\399131.wav,8.5,9.5,train
session_yamnet_review_b4f35e94736a,P_YAMNET_a134d584de,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_034542\data.wav,8.5,9.5,train
session_yamnet_review_ed7406a6d4e2,P_YAMNET_6c0485f2e7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\108854.wav,0.0,1.0,train
session_yamnet_review_1622302ecd61,P_YAMNET_5d83a5e4c4,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_000970\data.wav,0.0,1.0,train
session_yamnet_review_e846ff8308d6,P_YAMNET_386c54509c,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\194460.wav,19.0,20.0,train
session_yamnet_review_2b7ac054f4e3,P_YAMNET_7ab37c186a,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_011335\data.wav,19.0,20.0,train
session_yamnet_review_74132c983a08,P_YAMNET_11c088d601,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\123748.wav,1.0,2.0,train
session_yamnet_review_1a4a4d46f50e,P_YAMNET_b1742c1ce7,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_1.0_4305\non_cough_002789\data.wav,1.0,2.0,train
session_yamnet_review_0ca0ecacb77c,P_YAMNET_1a00dc2074,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\180049.wav,12.5,13.5,train
session_yamnet_review_5631d0200587,P_YAMNET_3b86ff8d6d,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_009554\data.wav,12.5,13.5,train
session_yamnet_review_395bddc82754,P_YAMNET_1002d6cfbb,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\238580.wav,3.0,4.0,train
session_yamnet_review_b3185cf4d0aa,P_YAMNET_ce562771f3,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_016072\data.wav,3.0,4.0,train
session_yamnet_review_f486ab3cfcd9,P_YAMNET_ff25e98496,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\FSD50K_Negative_clean\195089.wav,7.0,8.0,train
session_yamnet_review_310e07977349,P_YAMNET_234ea2a542,yamnet_review_gold,non_cough,D:\cough_model_train\DATA\non_cough\non_cough_READY\non_cough\non_cough_011432\data.wav,7.0,8.0,train
